,FirstName,LastName,Country,Club,Position,Age,Acceleration,Aggression,Finishing,FreeKickAccuracy,LongPassing,LongShots,Penalties,ShortPassing,SprintSpeed,Quality
244,Carlos,Soler Barragán,Spain,Valencia CF,Right Midfielder,22,75,49,75,83,79,73,81,85,78,gold
245,Junior,Firpo,Dominican Republic,Real Betis,Left Wing Back,22,78,59,64,47,77,69,43,79,74,gold
246,Oier,Olazábal Paredes,Spain,Levante UD,Goalkeeper,29,47,28,14,15,33,15,25,35,44,gold
247,Tomás,Pina Isla,Spain,D. Alavés,Centre Midfielder,31,67,79,68,64,83,75,65,84,60,gold
248,Yassine,Bounou,Morocco,Girona FC,Goalkeeper,27,41,25,14,19,44,19,24,39,37,gold
249,Jonathan,Calleri,Argentina,D. Alavés,Striker,25,74,68,81,38,63,73,66,72,76,gold
250,Mariano,Díaz Mejía,Dominican Republic,Real Madrid,Striker,25,84,87,82,77,51,83,75,70,86,gold
251,Joan,Jordán Moreno,Spain,SD Eibar,Centre Midfielder,24,68,64,82,70,81,83,66,83,72,gold
252,Junior,Firpo,Dominican Republic,Real Betis,Left Wing Back,22,78,59,64,47,77,69,43,79,74,gold
253,Raúl,de Tomás Gómez,Spain,Rayo Vallecano,Striker,24,71,58,83,80,46,82,79,75,79,gold
254,Raúl,García Escudero,Spain,Athletic Club,Centre Attacking Midfielder,32,47,84,79,68,79,83,76,81,57,gold
255,Pedro León,Sánchez Gil,Spain,SD Eibar,Right Midfielder,32,63,55,76,86,85,79,71,83,63,gold
256,Kévin,Gameiro,France,Valencia CF,Striker,31,86,66,81,70,72,75,85,79,85,gold
257,Bruno,Soriano Llido,Spain,Villarreal CF,Centre Midfielder,34,36,76,66,77,84,77,75,85,36,gold
258,Pablo,Sarabia García,Spain,Sevilla FC,Right Midfielder,26,72,32,77,73,76,75,61,83,74,gold
259,Wissam,Ben Yedder,France,Sevilla FC,Striker,28,87,55,83,76,66,69,70,75,83,gold
260,Víctor,Machín Pérez,Spain,Atlético Madrid,Left Midfielder,29,78,61,77,62,80,73,74,79,77,gold
261,Jasper,Cillessen,Holland,FC Barcelona,Goalkeeper,29,54,25,10,10,33,15,21,47,50,gold
262,Jeison,Murillo,Colombia,Valencia CF,Centre Back,26,75,88,37,26,62,13,46,69,76,gold
263,Michy,Batshuayi,Belgium,Valencia CF,Striker,25,77,63,85,46,36,76,67,64,76,gold
264,Joan,Jordán Moreno,Spain,SD Eibar,Centre Midfielder,24,68,64,82,70,81,83,66,83,72,gold
265,Junior,Firpo,Dominican Republic,Real Betis,Left Wing Back,22,78,59,64,47,77,69,43,79,74,gold
266,Raúl,de Tomás Gómez,Spain,Rayo Vallecano,Striker,24,71,58,83,80,46,82,79,75,79,gold
267,Miguel Ángel,Moyá Rumbo,Spain,Real Sociedad,Goalkeeper,34,46,22,11,12,35,16,11,31,34,gold
268,Santiago,Cazorla González,Spain,Villarreal CF,Centre Midfielder,34,54,64,71,78,84,76,80,85,48,gold
269,Diego,López Rodríguez,Spain,RCD Espanyol,Goalkeeper,37,34,36,12,11,23,11,21,28,52,gold
270,Juan Francisco,Torres Belén,Spain,Atlético Madrid,Right Back,34,74,78,54,59,66,53,66,77,86,gold
271,Beñat,Etxebarria Urkiaga,Spain,Athletic Club,Centre Midfielder,31,64,78,69,84,82,76,69,81,41,gold
272,Ángel Luís,Rodríguez Díaz,Spain,Getafe CF,Striker,31,74,62,83,50,49,80,69,78,74,gold
273,Francisco,Casilla Cortés,Spain,Real Madrid,Goalkeeper,32,32,45,14,25,24,13,23,30,49,gold
274,Vitorino,Pacheco Antunes,Portugal,Getafe CF,Left Back,31,76,75,56,80,76,84,61,77,79,gold
275,Cristhian,Stuani,Uruguay,Girona FC,Striker,32,67,77,80,57,65,75,80,74,64,gold
276,Ryad,Boudebouz,Algeria,Real Betis,Centre Attacking Midfielder,28,75,58,77,82,76,76,90,81,73,gold
277,Markel,Susaeta Laskurain,Spain,Athletic Club,Right Wing,31,80,68,69,82,81,75,58,82,71,gold
278,Iker,Muniain Goñi,Spain,Athletic Club,Left Wing,26,83,66,76,69,65,72,61,75,75,gold
279,Enrique,García Martínez,Spain,SD Eibar,Striker,29,65,71,81,46,49,78,70,77,71,gold
280,Mario Gaspar,Pérez Martínez,Spain,Villarreal CF,Right Back,28,76,78,68,54,69,69,50,77,80,gold
281,Hugo,Mallo Novegil,Spain,RC Celta,Right Back,27,71,76,28,38,68,39,23,71,71,gold
282,Sergi,Enrich Ametller,Spain,SD Eibar,Striker,28,60,66,81,47,61,70,63,79,65,gold
283,Luis,Muriel,Colombia,Sevilla FC,Striker,27,86,50,77,60,55,65,74,75,90,gold
284,Manuel,Agudo Durán,Spain,Sevilla FC,Left Wing,32,74,73,79,80,67,81,74,76,70,gold
285,Cristian,Tello Herrera,Spain,Real Betis,Left Midfielder,27,93,48,74,64,70,71,56,77,91,gold
286,Cristian,Portugues Manzanera,Spain,Girona FC,Right Midfielder,26,85,76,81,64,78,75,53,83,80,gold
287,Takashi,Inui,Japan,Real Betis,Left Midfielder,30,88,49,70,65,70,77,51,76,77,gold
288,Zouhair,Feddal,Morocco,Real Betis,Centre Back,29,51,82,40,38,68,56,48,76,62,gold
289,Santiago,Mina Lorenzo,Spain,Valencia CF,Striker,23,77,69,82,55,65,74,62,69,81,gold
290,Ángel,Correa,Argentina,Atlético Madrid,Right Midfielder,23,83,41,82,65,65,83,55,73,78,gold
291,Mariano,Díaz Mejía,Dominican Republic,Real Madrid,Striker,25,84,86,81,76,51,82,75,69,85,gold
292,Karl,Toko-Ekambi,Cameroon,Villarreal CF,Striker,26,86,43,83,63,58,72,69,69,83,gold
293,Nélson,Cabral Semedo,Portugal,FC Barcelona,Right Back,25,91,77,50,30,65,60,38,73,92,gold
294,Mikel,Oyarzabal Ugarte,Spain,Real Sociedad,Left Wing,21,71,40,77,71,73,79,47,80,74,gold
295,Álvaro,Odriozola Arzalluz,Spain,Real Madrid,Right Back,23,80,63,45,30,70,59,62,77,82,gold
296,Carlos,Soler Barragán,Spain,Valencia CF,Right Midfielder,22,75,49,74,82,79,73,80,84,77,gold
297,Maximiliano,Gómez,Uruguay,RC Celta,Striker,22,61,65,85,53,58,76,67,76,65,gold
298,Nikola,Kalinić,Croatia,Atlético Madrid,Striker,31,67,68,84,54,48,60,70,73,74,gold
299,Francis,Coquelin,France,Valencia CF,Centre Defensive Midfielder,27,70,92,54,41,75,57,52,78,73,gold
300,Denis,Suárez Fernández,Spain,FC Barcelona,Centre Midfielder,25,77,47,73,70,78,74,63,83,77,gold
301,José Luís,Gayà Peña,Spain,Valencia CF,Left Back,23,86,73,62,49,75,59,52,82,88,gold
302,Mariano,Díaz Mejía,Dominican Republic,Real Madrid,Striker,25,84,86,81,76,51,82,75,69,85,gold
303,Marcos,Llorente Moreno,Spain,Real Madrid,Centre Defensive Midfielder,23,53,65,39,51,82,57,54,85,55,gold
304,Fábio Alexandre,Silva Coentrão,Portugal,Real Madrid,Left Back,30,78,82,61,51,69,65,54,78,74,gold
305,Aïssa,Mandi,Algeria,Real Betis,Centre Back,27,65,69,41,49,73,49,35,78,66,gold
306,David,López Silva,Spain,RCD Espanyol,Centre Back,29,53,78,65,46,64,64,50,79,57,gold
307,Sergi,Darder Moll,Spain,RCD Espanyol,Centre Midfielder,25,58,71,59,58,81,69,55,84,45,gold
308,Álvaro,González Soberón,Spain,Villarreal CF,Centre Back,29,72,89,22,45,57,26,36,69,73,gold
309,Roque,Mesa Quevedo,Spain,Sevilla FC,Centre Defensive Midfielder,29,74,89,65,48,77,54,42,82,75,gold
310,Iñigo,Martínez Berridi,Spain,Athletic Club,Centre Back,27,71,84,42,51,81,74,39,71,74,gold
311,Denis,Suárez Fernández,Spain,FC Barcelona,Centre Midfielder,25,77,47,72,70,78,73,63,82,77,gold
312,Leonardo,Carrilho Baptistão,Brazil,RCD Espanyol,Striker,26,75,38,78,59,55,74,65,75,78,gold
313,Fernando,Pacheco Flores,Spain,D. Alavés,Goalkeeper,26,48,27,16,20,27,15,23,24,42,gold
314,José Luís,Gayà Peña,Spain,Valencia CF,Left Back,23,86,72,61,49,75,59,52,81,87,gold
315,Antonio,Sanabria,Paraguay,Real Betis,Striker,22,77,32,81,64,63,65,69,74,79,gold
316,Àlex,Granell Nogué,Spain,Girona FC,Centre Midfielder,30,65,73,74,76,79,81,68,83,60,gold
317,Marcos,Llorente Moreno,Spain,Real Madrid,Centre Defensive Midfielder,23,53,65,39,51,81,56,53,84,54,gold
318,Marko,Dmitrović,Serbia,SD Eibar,Goalkeeper,26,39,20,20,9,40,17,9,40,35,gold
319,Fábio Alexandre,Silva Coentrão,Portugal,Rio Ave FC,Left Back,30,77,81,61,51,69,64,54,77,74,gold
320,Cristiano,Piccini,Italy,Valencia CF,Right Back,26,74,74,32,37,59,35,35,74,77,gold
321,Santiago,Arias,Colombia,Atlético Madrid,Right Back,27,84,80,51,54,74,50,57,75,87,gold
322,Daniel,Ceballos Fernández,Spain,Real Madrid,Centre Midfielder,22,70,77,63,61,79,64,55,81,60,gold
323,Jesús,Vallejo Lázaro,Spain,Real Madrid,Centre Back,22,67,74,44,31,75,31,45,76,74,gold
324,Brais,Méndez Portela,Spain,RC Celta,Right Midfielder,22,77,39,80,62,72,79,68,82,77,gold
325,Brais,Méndez Portela,Spain,RC Celta,Right Midfielder,22,77,39,80,62,72,79,68,82,77,gold
326,Charles,Dias De Oliveira,Brazil,SD Eibar,Striker,34,64,66,80,53,52,78,61,68,59,gold
327,Fábio Alexandre,Silva Coentrão,Portugal,Real Madrid,Left Back,30,77,81,61,51,69,64,54,77,74,gold
328,Simon,Kjær,Denmark,Sevilla FC,Centre Back,29,56,75,55,69,69,41,61,76,65,gold
329,Sidnei Rechel,da Silva Júnior,Brazil,Real Betis,Centre Back,29,64,77,46,39,68,50,58,70,57,gold
330,Gabriel,Mercado,Argentina,Sevilla FC,Centre Back,31,75,81,60,54,65,58,49,71,75,gold
331,Pablo,Piatti,Argentina,RCD Espanyol,Left Midfielder,29,89,55,76,58,70,72,64,76,83,gold
332,Nikola,Kalinić,Croatia,Atlético Madrid,Striker,31,67,68,83,54,48,60,70,72,73,gold
333,Francis,Coquelin,France,Valencia CF,Centre Defensive Midfielder,27,70,91,54,41,74,57,52,77,72,gold
334,Oscar,De Marcos Arana,Spain,Athletic Club,Right Back,29,79,77,59,53,69,56,55,75,89,gold
335,Sergio,Canales Madrazo,Spain,Real Betis,Centre Attacking Midfielder,27,64,55,77,76,70,78,66,84,57,gold
336,Fabián,Orellana,Chile,SD Eibar,Centre Attacking Midfielder,32,77,54,77,79,74,80,75,78,71,gold
337,Sergio,Escudero Palomo,Spain,Sevilla FC,Left Back,29,72,75,56,69,77,63,66,77,77,gold
338,Jaume Vicent,Costa Jordá,Spain,Villarreal CF,Left Back,30,78,85,53,59,65,62,56,79,81,gold
339,Borja,García Freire,Spain,Girona FC,Left Midfielder,28,81,52,77,54,80,78,62,82,77,gold
340,Sergio,León Limones,Spain,Real Betis,Striker,30,76,71,82,64,34,79,80,72,75,gold
341,Ibai,Gómez Pérez,Spain,D. Alavés,Right Midfielder,29,76,63,79,81,78,78,65,76,74,gold
342,John,Guidetti,Sweden,D. Alavés,Striker,26,65,75,78,80,53,81,81,75,65,gold
343,José,Gómez Campaña,Spain,Levante UD,Centre Midfielder,25,65,66,72,78,81,76,69,82,61,gold
344,Javier,Fuego Martínez,Spain,Villarreal CF,Centre Defensive Midfielder,35,57,83,54,62,72,64,60,78,42,gold
345,Jesús,Navas González,Spain,Sevilla FC,Right Midfielder,33,88,63,62,46,73,70,56,75,85,gold
346,Fran. Javier,García Fernández,Spain,Real Betis,Centre Defensive Midfielder,31,62,86,59,44,77,54,61,82,62,gold
347,Sergio,Álvarez Conde,Spain,RC Celta,Goalkeeper,32,44,34,11,11,39,11,23,37,43,gold
348,Manuel,García Sánchez,Spain,D. Alavés,Centre Defensive Midfielder,32,46,90,60,54,73,53,71,77,61,gold
349,Jorge,Andújar Moreno,Spain,Levante UD,Right Back,31,75,74,66,36,68,60,74,76,73,gold
350,Esteban,Granero Molina,Spain,RCD Espanyol,Centre Midfielder,31,55,72,71,76,82,78,73,83,50,gold
351,Miguel,Layún,Mexico,Villarreal CF,Right Back,30,76,72,67,74,74,76,74,76,76,gold
352,Daniel Filipe,Martins Carriço,Portugal,Sevilla FC,Centre Back,30,47,85,48,54,75,50,62,74,54,gold
353,Ander,Iturraspe Derteano,Spain,Athletic Club,Centre Midfielder,29,52,70,61,66,78,68,58,81,54,gold
354,Iago,Herrerín Buisán,Spain,Athletic Club,Goalkeeper,30,45,37,13,12,29,16,25,16,34,gold
355,Anaitz,Arbilla Zabala,Spain,SD Eibar,Centre Back,31,55,84,40,82,65,68,47,77,70,gold
356,Cristiano,Piccini,Italy,Valencia CF,Right Back,26,74,74,32,37,59,35,35,73,76,gold
357,Tomáš,Vaclík,Czech Republic,Sevilla FC,Goalkeeper,29,34,29,14,16,38,16,13,17,35,gold
358,Santiago,Arias,Colombia,Atlético Madrid,Right Back,27,84,79,51,54,73,50,56,74,86,gold
359,Adnan,Januzaj,Belgium,Real Sociedad,Right Wing,23,79,41,71,65,74,70,60,79,76,gold
360,Alexander,Szymanowski,Argentina,CD Leganés,Left Midfielder,30,91,55,78,57,63,68,70,74,84,gold
361,Paulo André,Rodrigues Oliveira,Portugal,SD Eibar,Centre Back,28,66,71,25,29,49,29,45,75,70,gold
362,Pere,Pons Riera,Spain,Girona FC,Centre Midfielder,25,68,75,65,62,80,64,45,82,67,gold
363,Pione,Sisto,Denmark,RC Celta,Left Wing,23,81,52,76,75,65,72,66,70,81,gold
364,Johan,Mojica,Colombia,Girona FC,Left Wing Back,26,89,75,62,68,70,61,67,78,90,gold
365,Ander,Capa Rodríguez,Spain,Athletic Club,Right Back,26,82,86,56,58,56,62,54,71,86,gold
366,Stanislav,Lobotka,Slovakia,RC Celta,Centre Midfielder,24,70,57,59,55,76,65,56,84,63,gold
367,Gonzalo,Escalante,Argentina,SD Eibar,Centre Defensive Midfielder,25,71,85,56,52,74,58,64,76,72,gold
368,Daniel,Ceballos Fernández,Spain,Real Madrid,Centre Midfielder,22,69,76,62,61,78,63,55,80,60,gold
369,Enis,Bardhi,FYR Macedonia,Levante UD,Centre Midfielder,23,76,54,75,90,77,84,75,79,64,gold
370,Lorenzo,Morón García,Spain,Real Betis,Striker,25,63,38,86,53,35,80,77,74,66,gold
371,Thomas,Vermaelen,Belgium,FC Barcelona,Centre Back,33,68,78,52,64,79,69,63,81,64,gold
372,Denis,Cheryshev,Russia,Valencia CF,Left Midfielder,28,77,62,79,61,68,85,64,72,80,gold
373,Rúben Miguel,Nunes Vezo,Portugal,Valencia CF,Centre Back,24,69,76,44,32,67,56,55,70,69,gold
374,Munir,El Haddadi,Spain,FC Barcelona,Striker,23,78,38,79,67,58,77,66,78,81,gold
375,Vinícius José,de Oliveira Júnior,Brazil,Real Madrid,Left Wing,18,92,48,74,58,48,68,65,71,95,gold
376,Sergio,García de la Fuente,Spain,RCD Espanyol,Striker,35,70,61,76,64,72,74,80,76,69,gold
377,Iván,Ramis Barrios,Spain,SD Eibar,Centre Back,34,34,84,54,77,72,65,65,72,35,gold
378,Jorge,Molina Vidal,Spain,Getafe CF,Striker,36,34,76,79,59,57,75,80,75,41,gold
379,Markel,Bergara Larrañaga,Spain,Getafe CF,Centre Defensive Midfielder,32,64,79,67,71,76,68,59,78,32,gold
380,Thomas,Vermaelen,Belgium,FC Barcelona,Centre Back,33,67,77,52,64,78,68,62,80,64,gold
381,Gustavo,Cabral,Argentina,RC Celta,Centre Back,33,38,82,26,48,59,29,47,72,36,gold
382,Antonio,Barragán Fernández,Spain,Real Betis,Right Back,31,69,74,44,51,62,53,55,77,71,gold
383,David,Zurutuza,France,Real Sociedad,Centre Midfielder,32,66,72,74,59,74,75,61,79,64,gold
384,Óscar,Trejo,Argentina,Rayo Vallecano,Centre Attacking Midfielder,30,67,70,73,69,70,68,70,75,73,gold
385,Papakouli,Diop,Senegal,SD Eibar,Centre Defensive Midfielder,32,50,89,57,69,72,71,61,74,54,gold
386,Yuri,Berchiche Izeta,Spain,Athletic Club,Left Back,28,78,85,43,55,68,77,59,70,77,gold
387,Roberto,Jiménez Gago,Spain,RCD Espanyol,Goalkeeper,32,45,29,14,14,38,11,19,39,48,gold
388,Mikel,San José Domínguez,Spain,Athletic Club,Centre Midfielder,29,33,76,60,44,77,73,51,78,38,gold
389,Yoel,Rodríguez Oterino,Spain,SD Eibar,Goalkeeper,30,35,35,14,15,35,11,25,31,43,gold
390,Bernardo,Espinosa,Colombia,Girona FC,Centre Back,29,43,79,39,42,61,42,52,74,51,gold
391,Victor,Sánchez Mata,Spain,RCD Espanyol,Right Back,31,58,86,57,69,78,67,61,85,61,gold
392,José Ángel,Valdés Díaz,Spain,SD Eibar,Left Back,29,69,69,42,67,61,57,45,77,74,gold
393,Leandro,Chichizola,Argentina,Getafe CF,Goalkeeper,28,49,15,16,14,13,17,25,14,54,gold
394,Juan Pedro,Ramírez López,Spain,Girona FC,Centre Back,27,41,79,35,35,60,27,37,79,63,gold
395,Hernán,Pérez,Paraguay,RCD Espanyol,Right Midfielder,29,78,85,70,62,67,78,48,76,76,gold
396,Juan Miguel,Jiménez López,Spain,Real Sociedad,Left Wing,25,77,57,80,57,53,72,63,75,76,gold
397,Sergi,Gómez Solà,Spain,Sevilla FC,Centre Back,26,43,69,35,46,77,47,41,80,34,gold
398,Ramiro,Funes Mori,Argentina,Villarreal CF,Centre Back,27,61,83,40,58,55,56,52,67,68,gold
399,Bruno,González Cabrera,Spain,Getafe CF,Centre Back,28,32,81,23,31,68,22,42,73,35,gold
400,Aleix,Vidal Parreu,Spain,Sevilla FC,Right Back,29,89,80,67,46,64,59,51,78,93,gold
401,Damián,Suárez,Uruguay,Getafe CF,Right Back,30,77,80,59,70,66,70,67,76,80,gold
402,Okay,Yokuşlu,Turkey,RC Celta,Centre Defensive Midfielder,24,72,81,65,65,72,75,60,77,74,gold
403,Denis,Cheryshev,Russia,Valencia CF,Left Midfielder,28,77,62,78,61,68,84,64,72,79,gold
404,Roger,Martí Salvador,Spain,Levante UD,Striker,28,78,65,78,46,48,72,78,71,79,gold
405,Yassine,Bounou,Morocco,Girona FC,Goalkeeper,27,37,25,14,19,44,19,24,39,34,gold
406,Jozabed,Sánchez Ruiz,Spain,RC Celta,Centre Midfielder,27,67,58,73,57,72,77,54,78,61,gold
407,Rubén,Blanco Veiga,Spain,RC Celta,Goalkeeper,23,54,22,18,13,29,15,22,35,52,gold
408,Nikola,Vukčević,Montenegro,Levante UD,Centre Defensive Midfielder,27,64,85,38,64,70,61,53,79,56,gold
409,Joan,Jordán Moreno,Spain,SD Eibar,Centre Midfielder,24,65,61,77,67,77,78,62,79,68,gold
410,Nemanja,Radoja,Serbia,RC Celta,Centre Midfielder,25,52,74,72,36,78,71,42,77,38,gold
411,Alejandro,Remiro Gargallo,Spain,Athletic Club,Goalkeeper,23,40,34,13,17,25,11,24,29,46,gold
412,Yeray,Álvarez López,Spain,Athletic Club,Centre Back,23,66,80,41,50,71,43,61,70,67,gold
413,André Miguel,Valente da Silva,Portugal,Sevilla FC,Striker,23,75,76,78,33,58,60,80,67,83,gold
414,Joris,Gnagnon,France,Sevilla FC,Centre Back,22,66,76,28,28,47,27,47,65,66,gold
415,Gaku,Shibasaki,Japan,Getafe CF,Centre Attacking Midfielder,26,69,65,70,67,79,66,71,81,67,gold
416,Amath,Ndiaye Diedhiou,Senegal,Getafe CF,Left Midfielder,22,89,62,80,65,60,64,49,72,89,gold
417,Vinícius José,de Oliveira Júnior,Brazil,Real Madrid,Left Wing,18,92,48,73,58,48,68,65,70,94,gold
418,Yoel,Rodríguez Oterino,Spain,R. Valladolid CF,Goalkeeper,30,35,35,14,15,35,11,25,31,43,gold
419,Mouctar,Diakhaby,France,Valencia CF,Centre Back,22,57,76,36,26,53,29,50,69,60,gold
420,Carlos,Fernández Luna,Spain,RC Deportivo,Striker,22,63,69,80,26,47,79,81,67,72,gold
421,Marc,Cucurella Saseta,Spain,SD Eibar,Left Midfielder,20,83,78,58,56,71,47,46,80,87,gold
422,Carlos,Fernández Luna,Spain,RC Deportivo,Striker,22,63,69,80,26,47,79,81,67,72,gold
423,Marc,Cucurella Saseta,Spain,SD Eibar,Left Midfielder,20,83,78,58,56,71,47,46,80,87,gold
424,Sergio,García de la Fuente,Spain,RCD Espanyol,Striker,35,70,61,76,64,72,74,80,76,69,gold
425,Iván,Ramis Barrios,Spain,SD Eibar,Centre Back,34,34,84,54,77,72,65,65,72,35,gold
426,Jorge,Molina Vidal,Spain,Getafe CF,Striker,36,34,76,79,59,57,75,80,75,41,gold
427,Markel,Bergara Larrañaga,Spain,Getafe CF,Centre Defensive Midfielder,32,64,79,67,71,76,68,59,78,32,gold
428,Thomas,Vermaelen,Belgium,FC Barcelona,Centre Back,33,67,77,52,64,78,68,62,80,64,gold
429,Gustavo,Cabral,Argentina,RC Celta,Centre Back,33,38,82,26,48,59,29,47,72,36,gold
430,Antonio,Barragán Fernández,Spain,Real Betis,Right Back,31,69,74,44,51,62,53,55,77,71,gold
431,Rubén,Sobrino Pozuelo,Spain,D. Alavés,Striker,26,79,65,78,57,47,74,66,73,85,gold
432,Raúl,de Tomás Gómez,Spain,Rayo Vallecano,Striker,24,66,54,79,73,42,78,75,68,73,gold
433,Pablo,De Blasis,Argentina,SD Eibar,Left Midfielder,30,81,74,72,62,66,72,79,74,75,gold
434,Diego Javier,Llorente Ríos,Spain,Real Sociedad,Centre Back,25,65,75,39,35,72,37,53,76,63,gold
435,Moses,Simon,Nigeria,Levante UD,Left Midfielder,23,93,38,72,55,54,68,60,69,92,gold
436,Adrián,Embarba Blazquez,Spain,Rayo Vallecano,Right Midfielder,26,76,56,72,65,76,68,55,78,79,gold
437,Jaume,Domenech Sánchez,Spain,Valencia CF,Goalkeeper,28,58,21,11,13,32,12,25,32,58,gold
438,Jaime,Mata Arnaiz,Spain,Getafe CF,Striker,30,72,73,81,48,49,71,70,61,76,gold
439,Javier,Eraso Goñi,Spain,CD Leganés,Centre Attacking Midfielder,28,59,82,78,59,79,75,53,80,59,gold
440,Borja,Iglesias Quintas,Spain,RCD Espanyol,Striker,26,59,42,83,36,64,75,78,68,65,gold
441,Emmanuel,Boateng,Ghana,Levante UD,Striker,22,89,62,75,41,46,64,64,69,88,gold
442,Alfonso,Pedraza Sag,Spain,Villarreal CF,Left Midfielder,22,78,58,72,57,68,66,64,70,83,gold
443,Mouctar,Diakhaby,France,Valencia CF,Centre Back,22,57,76,36,26,52,29,49,68,59,gold
444,Iván,Alejo Peralta,Spain,Getafe CF,Right Midfielder,23,73,45,73,49,71,64,47,76,86,gold
445,Theo,Hernández,France,Real Sociedad,Left Back,21,90,75,50,64,52,54,41,76,93,gold
446,Mauro,Arambarri,Uruguay,Getafe CF,Centre Defensive Midfielder,23,47,79,49,46,78,55,50,79,53,gold
447,Andriy,Lunin,Ukraine,CD Leganés,Goalkeeper,19,33,22,8,15,26,7,19,25,26,gold
448,Paulo Henrique,Chagas de Lima,Brazil,Amiens SC,Centre Attacking Midfielder,29,33,56,72,76,80,76,76,82,30,gold
449,David,Timor Copoví,Spain,UD Las Palmas,Centre Defensive Midfielder,29,39,80,44,81,77,80,69,81,52,gold
450,Antonio,Latorre Grueso,Spain,Valencia CF,Left Back,21,83,68,51,38,71,53,39,73,82,gold
451,Uroš,Račić,Serbia,Valencia CF,Centre Defensive Midfielder,20,54,69,60,55,73,75,62,76,66,gold
452,Borja,Mayoral Moya,Spain,Real Madrid,Striker,21,68,27,80,57,43,70,69,70,73,gold
453,Daniele,Bonera,Italy,Villarreal CF,Centre Back,37,33,80,23,29,61,53,49,60,30,gold
454,Gorka,Iraizoz Moreno,Spain,Girona FC,Goalkeeper,37,32,38,12,13,20,14,13,29,33,gold
455,Mariano,Barbosa,Argentina,Villarreal CF,Goalkeeper,34,42,37,11,12,36,12,24,38,43,gold
456,Andrés Eduardo,Fernández Moreno,Spain,Villarreal CF,Goalkeeper,32,58,40,13,12,40,12,21,35,55,gold
457,Iván,Cuéllar Sacristán,Spain,CD Leganés,Goalkeeper,34,59,28,15,20,28,12,25,23,43,gold
458,Héctor,Moreno,Mexico,Real Sociedad,Centre Back,31,65,77,43,28,68,44,63,75,63,gold
459,Nabil,El Zhar,Morocco,CD Leganés,Right Midfielder,32,76,58,74,58,64,71,72,77,68,gold
460,Gaël,Kakuta,Congo DR,Rayo Vallecano,Left Midfielder,27,83,42,71,78,66,65,51,74,75,gold
461,Paulo Henrique,Chagas de Lima,Brazil,Sevilla FC,Centre Attacking Midfielder,29,33,56,72,76,80,76,76,82,30,gold
462,Seydou,Doumbia,Côte d'Ivoire,Girona FC,Striker,31,87,60,73,69,63,68,80,70,91,gold
463,Víctor,Laguardia Cisneros,Spain,D. Alavés,Centre Back,29,54,89,49,35,57,30,32,70,63,gold
464,Serdar,Gürler,Turkey,SD Huesca,Right Midfielder,27,89,33,74,60,59,62,52,70,85,gold
465,Jordi,Amat Maas,Spain,Rayo Vallecano,Centre Back,26,61,82,34,36,52,65,28,68,69,gold
466,Tomás,Pina Isla,Spain,D. Alavés,Centre Midfielder,31,60,73,62,60,78,68,59,79,54,gold
467,Sergio,Álvarez Díaz,Spain,SD Eibar,Centre Defensive Midfielder,26,70,76,60,52,75,73,41,73,69,gold
468,David,Timor Copoví,Spain,Girona FC,Centre Defensive Midfielder,29,39,80,44,81,77,80,69,81,52,gold
469,Nicola,Sansone,Italy,Villarreal CF,Striker,27,82,68,77,69,65,75,66,75,81,gold
470,Jon Ander,Serantes Simón,Spain,CD Leganés,Goalkeeper,29,55,27,18,13,39,14,18,21,65,gold
471,David,Juncà Reñé,Spain,RC Celta,Left Back,25,81,75,35,58,61,46,55,72,77,gold
472,Ibrahim,Amadou,France,Sevilla FC,Centre Defensive Midfielder,25,69,80,39,32,73,62,51,76,73,gold
473,Álvaro,Medrán Just,Spain,Rayo Vallecano,Centre Midfielder,24,60,45,58,76,80,80,80,81,63,gold
474,Óscar,Duarte,Costa Rica,RCD Espanyol,Centre Back,29,55,74,26,32,55,24,37,70,66,gold
475,Diego,Rolán,Uruguay,CD Leganés,Striker,25,74,64,77,70,62,63,75,74,78,gold
476,Sergio,Postigo Redondo,Spain,Levante UD,Centre Back,30,59,75,44,26,69,34,45,65,64,gold
477,Guido,Carrillo,Argentina,CD Leganés,Striker,27,57,72,75,36,57,72,77,64,62,gold
478,Jorge,Franco Alviz,Spain,D. Alavés,Left Midfielder,25,74,35,69,64,63,66,59,74,78,gold
479,Unai,López Cabrera,Spain,Athletic Club,Centre Midfielder,23,74,72,74,79,74,71,46,75,72,gold
480,Iván,López Álvarez,Spain,R. Valladolid CF,Left Midfielder,24,81,49,75,66,65,76,73,71,80,gold
481,Jonathan,Rodríguez Menéndez,Spain,D. Alavés,Left Midfielder,27,87,60,69,76,70,66,59,71,85,gold
482,Unai,Bustinza Martínez,Spain,CD Leganés,Centre Back,26,66,71,30,35,53,38,33,72,68,gold
483,Mikel,Merino Zazón,Spain,Real Sociedad,Centre Midfielder,22,61,73,62,69,74,67,58,78,62,gold
484,Iñigo,Lekue Martínez,Spain,Athletic Club,Right Back,25,90,67,67,56,67,68,53,74,84,gold
485,Sabin,Merino Zuloaga,Spain,Athletic Club,Left Wing,27,69,60,77,66,62,71,69,71,78,gold
486,Aritz,Elustondo,Spain,Real Sociedad,Centre Back,24,67,77,26,41,43,40,43,72,71,gold
487,Rubén,Duarte Sánchez,Spain,D. Alavés,Left Back,23,68,70,28,60,55,30,40,77,69,gold
